Depth (m),Time,Black Carbon (ppb)
31.613,2003.376,6.29
31.621,2003.373,8.32
31.628,2003.371,8.61
31.635,2003.369,8.16
31.642,2003.366,6.98
31.649,2003.364,6.53
31.657,2003.361,5.96
31.664,2003.359,5.85
31.671,2003.356,6.96
31.678,2003.354,8.64
31.686,2003.351,9.92
31.692,2003.349,13.03
31.698,2003.347,16.81
31.704,2003.345,19.73
31.709,2003.343,27.06
31.715,2003.341,30.75
31.721,2003.339,32.65
31.727,2003.337,27
31.732,2003.336,23.46
31.738,2003.333,18.11
31.744,2003.331,14.73
31.749,2003.33,14.5
31.755,2003.328,13.92
31.761,2003.326,16.01
31.767,2003.324,22.57
31.772,2003.322,25.51
31.778,2003.32,23.52
31.784,2003.318,21.76
31.789,2003.316,19.26
31.795,2003.314,16.34
31.801,2003.312,13.14
31.807,2003.31,12.93
31.812,2003.308,13.15
31.818,2003.306,13.42
31.824,2003.304,14.44
31.829,2003.302,15.64
31.835,2003.3,16.47
31.841,2003.298,17.99
31.846,2003.297,19.92
31.852,2003.295,22.33
31.858,2003.293,23.12
31.863,2003.291,23.98
31.869,2003.289,27.41
31.875,2003.287,32.12
31.88,2003.285,33.21
31.886,2003.283,30.39
31.891,2003.281,25.16
31.897,2003.279,25.05
31.903,2003.277,21.36
31.908,2003.276,19.38
31.914,2003.274,17.47
31.919,2003.272,17.86
31.924,2003.27,16.55
31.929,2003.268,18.32
31.933,2003.267,18.88
31.938,2003.265,18.06
31.943,2003.264,17.85
31.948,2003.262,16.55
31.953,2003.26,15.23
31.958,2003.259,15.54
31.963,2003.257,15.55
31.968,2003.255,13.78
31.972,2003.254,10.18
31.977,2003.252,6.62
31.982,2003.25,4.95
31.987,2003.249,4.08
31.992,2003.247,2.78
31.997,2003.245,2.37
32.002,2003.244,1.56
32.007,2003.242,1.53
32.011,2003.241,1.45
32.016,2003.239,1.26
32.021,2003.237,1.28
32.026,2003.235,1.1
32.03,2003.234,0.98
32.035,2003.232,1.08
32.04,2003.231,1.1
32.045,2003.229,0.9
32.05,2003.227,1.27
32.054,2003.226,1.52
32.059,2003.224,1.35
32.064,2003.223,1.16
32.069,2003.221,1.49
32.073,2003.219,1.31
32.078,2003.218,1.19
32.083,2003.216,1.23
32.088,2003.214,1.21
32.093,2003.213,1.63
32.097,2003.211,1.92
32.102,2003.21,2.18
32.107,2003.208,1.55
32.112,2003.206,1.42
32.117,2003.204,1.97
32.122,2003.203,1.28
32.127,2003.201,1.47
32.132,2003.199,1.19
32.138,2003.197,0.85
32.143,2003.196,0.76
32.148,2003.194,2.12
32.153,2003.192,3.04
32.158,2003.191,4.16
32.163,2003.189,4.58
32.168,2003.187,4.25
32.173,2003.185,6.03
32.178,2003.184,8.69
32.183,2003.182,8.49
32.188,2003.18,7.05
32.193,2003.179,5.4
32.198,2003.177,3.97
32.204,2003.175,3.02
32.209,2003.173,2.85
32.215,2003.171,2.3
32.221,2003.169,2.05
32.226,2003.167,1.49
32.232,2003.165,1.79
32.238,2003.163,2.23
32.243,2003.162,2.82
32.249,2003.16,3.29
32.255,2003.158,2.27
32.26,2003.156,1.84
32.266,2003.154,1.63
32.272,2003.152,1.33
32.277,2003.15,0.97
32.283,2003.148,0.95
32.289,2003.146,0.83
32.294,2003.144,1.01
32.3,2003.142,1.27
32.306,2003.14,0.87
32.311,2003.138,0.88
32.317,2003.136,1.01
32.323,2003.134,1.06
32.328,2003.133,0.83
32.334,2003.131,0.9
32.339,2003.129,0.68
32.345,2003.127,0.69
32.35,2003.125,1.05
32.356,2003.123,2.12
32.361,2003.121,3.03
32.367,2003.119,2.95
32.372,2003.118,3.24
32.378,2003.116,3.66
32.383,2003.114,3.66
32.389,2003.112,3.91
32.394,2003.11,3.29
32.4,2003.108,3.4
32.405,2003.106,3.79
32.411,2003.104,3.64
32.416,2003.103,3.35
32.422,2003.101,3.79
32.427,2003.099,4.25
32.432,2003.097,4.72
32.436,2003.096,5.31
32.441,2003.094,5.5
32.446,2003.093,6.38
32.451,2003.091,5.71
32.455,2003.089,6.26
32.46,2003.088,8.53
32.465,2003.086,12.84
32.469,2003.085,13.72
32.474,2003.083,10.63
32.479,2003.081,8.53
32.484,2003.08,5.74
32.488,2003.078,4.61
32.493,2003.077,3.27
32.498,2003.075,2.63
32.502,2003.073,1.72
32.507,2003.072,1.56
32.512,2003.07,0.97
32.517,2003.068,0.78
32.521,2003.067,0.52
32.526,2003.065,0.45
32.53,2003.064,0.39
32.535,2003.062,0.48
32.54,2003.061,0.3
32.544,2003.059,0.15
32.549,2003.057,0.15
32.554,2003.056,0.1
32.558,2003.054,0.28
32.563,2003.053,0.15
32.567,2003.051,0.24
32.572,2003.05,0.32
32.577,2003.048,0.4
32.581,2003.047,0.59
32.586,2003.045,0.64
32.591,2003.043,0.49
32.595,2003.042,0.42
32.6,2003.04,0.4
32.605,2003.038,0.53
32.61,2003.037,0.49
32.615,2003.035,0.55
32.62,2003.033,0.48
32.625,2003.032,0.5
32.63,2003.03,0.31
32.635,2003.028,0.62
32.64,2003.026,0.61
32.645,2003.025,1.14
32.65,2003.023,1.49
32.655,2003.021,1.95
32.66,2003.02,1.69
32.665,2003.018,2.26
32.67,2003.016,2.24
32.675,2003.015,1.84
32.68,2003.013,2.44
32.685,2003.011,1.37
32.69,2003.009,1.68
32.695,2003.008,1.59
32.701,2003.006,1.62
32.706,2003.004,1.15
32.711,2003.002,1.16
32.717,2003,1.4
32.723,2002.998,1.47
32.729,2002.996,1.21
32.734,2002.994,0.97
32.74,2002.992,0.82
32.746,2002.99,0.55
32.751,2002.988,0.73
32.757,2002.986,0.92
32.763,2002.984,0.77
32.769,2002.981,0.84
32.774,2002.979,0.95
32.78,2002.977,1.39
32.786,2002.975,1.42
32.791,2002.973,1.34
32.797,2002.971,1.67
32.803,2002.969,1.31
32.809,2002.967,1.1
32.814,2002.965,1.11
32.82,2002.963,0.94
32.825,2002.961,1.02
32.831,2002.959,0.93
32.836,2002.957,0.83
32.842,2002.955,0.67
32.847,2002.953,1
32.852,2002.951,0.67
32.858,2002.949,0.57
32.863,2002.947,0.54
32.869,2002.945,0.73
32.874,2002.943,0.91
32.879,2002.941,0.96
32.885,2002.939,1.26
32.89,2002.937,1.03
32.896,2002.935,1.21
32.901,2002.933,0.87
32.906,2002.931,0.75
32.912,2002.929,0.74
32.917,2002.927,0.88
32.922,2002.926,0.52
32.928,2002.923,0.47
32.933,2002.922,0.55
32.939,2002.919,0.46
32.944,2002.917,0.49
32.949,2002.916,0.44
32.955,2002.913,0.68
32.96,2002.912,0.92
32.966,2002.909,1.34
32.971,2002.908,1.09
32.976,2002.906,1.22
32.982,2002.904,1.2
32.987,2002.902,1.04
32.993,2002.9,0.55
32.998,2002.898,0.48
33.003,2002.896,0.86
33.009,2002.894,1.47
33.014,2002.892,1.43
33.02,2002.89,1.6
33.025,2002.888,1.28
33.03,2002.886,0.86
33.036,2002.884,0.71
33.041,2002.882,0.43
33.046,2002.88,0.44
33.052,2002.878,0.45
33.057,2002.876,0.53
33.062,2002.874,0.73
33.067,2002.873,1.03
33.073,2002.87,0.97
33.078,2002.869,0.73
33.083,2002.867,0.44
33.089,2002.865,0.55
33.094,2002.863,0.32
33.099,2002.861,0.34
33.104,2002.859,0.37
33.11,2002.857,0.7
33.115,2002.855,0.98
33.12,2002.853,1.23
33.126,2002.851,1.66
33.131,2002.849,1.69
33.136,2002.847,1.67
33.141,2002.846,1.61
33.146,2002.844,1.98
33.151,2002.842,3.03
33.156,2002.84,3.66
33.161,2002.838,3.91
33.166,2002.837,4.41
33.171,2002.835,4.15
33.176,2002.833,3.21
33.181,2002.831,2.58
33.186,2002.829,1.66
33.191,2002.827,1.27
33.196,2002.826,1.18
33.201,2002.824,0.8
33.206,2002.822,0.97
33.211,2002.82,0.81
33.216,2002.818,0.73
33.221,2002.816,0.84
33.226,2002.815,1.18
33.231,2002.813,1.79
33.236,2002.811,2.2
33.241,2002.809,2.62
33.246,2002.807,3.2
33.251,2002.806,4.49
33.256,2002.804,5.56
33.261,2002.802,8.33
33.266,2002.8,11.79
33.271,2002.798,10.83
33.276,2002.796,12.69
33.281,2002.795,13.48
33.286,2002.793,12.88
33.291,2002.791,12.54
33.296,2002.789,12.52
33.301,2002.787,13.1
33.306,2002.785,12.66
33.311,2002.784,12.76
33.316,2002.782,10.36
33.321,2002.78,11.58
33.326,2002.778,12.99
33.331,2002.776,0.64
33.337,2002.774,0.61
33.342,2002.772,1.06
33.348,2002.77,1.46
33.353,2002.768,2.17
33.359,2002.766,4.02
33.364,2002.764,3.57
33.369,2002.763,2.84
33.375,2002.76,2.67
33.38,2002.758,2.47
33.386,2002.756,1.9
33.391,2002.754,1.29
33.396,2002.753,1.07
33.402,2002.75,1.01
33.407,2002.749,0.74
33.413,2002.746,0.49
33.418,2002.745,0.37
33.423,2002.743,0.93
33.429,2002.741,2.32
33.434,2002.739,3.21
33.44,2002.737,3.61
33.445,2002.735,2.85
33.45,2002.733,3.08
33.456,2002.731,2.68
33.461,2002.729,3.24
33.467,2002.727,3.56
33.472,2002.725,2.97
33.478,2002.723,2.59
33.483,2002.721,2.86
33.488,2002.719,2.74
33.494,2002.717,2.71
33.499,2002.715,2.35
33.505,2002.713,2.13
33.51,2002.711,1.89
33.515,2002.709,1.58
33.521,2002.707,1.54
33.526,2002.705,2.26
33.532,2002.703,2.85
33.537,2002.701,2.77
33.542,2002.699,3.18
33.548,2002.697,2.88
33.553,2002.695,3.51
33.558,2002.694,2.77
33.563,2002.692,3.16
33.569,2002.69,2.88
33.574,2002.688,3.13
33.579,2002.686,3.63
33.584,2002.684,5.5
33.59,2002.682,7.01
33.595,2002.68,7.15
33.6,2002.678,6.5
33.605,2002.676,4.8
33.611,2002.674,3.41
33.616,2002.672,2.61
33.621,2002.671,1.82
33.626,2002.669,1.75
33.632,2002.667,1.89
33.637,2002.665,2.64
33.642,2002.663,3.72
33.647,2002.661,3.76
33.653,2002.659,4.37
33.658,2002.657,5.27
33.663,2002.655,5.44
33.668,2002.653,5.74
33.673,2002.652,5.58
33.678,2002.65,7.56
33.684,2002.648,7.52
33.689,2002.646,9.97
33.694,2002.644,10.67
33.699,2002.642,11.25
33.704,2002.64,9.48
33.709,2002.639,7.68
33.714,2002.637,6.46
33.72,2002.634,5.82
33.725,2002.633,5.42
33.73,2002.631,5.24
33.735,2002.629,4.55
33.74,2002.627,3.64
33.745,2002.625,3.27
33.751,2002.623,1.74
33.756,2002.621,1.36
33.761,2002.62,1.07
33.766,2002.618,0.93
33.771,2002.616,0.86
33.777,2002.614,0.58
33.782,2002.612,0.53
33.787,2002.61,0.54
33.792,2002.608,0.45
33.797,2002.606,0.7
33.803,2002.604,0.76
33.808,2002.602,0.94
33.813,2002.601,1.42
33.818,2002.599,1.87
33.823,2002.597,1.85
33.829,2002.595,1.22
33.834,2002.593,1.16
33.839,2002.591,0.82
33.844,2002.589,0.77
33.849,2002.587,0.55
33.855,2002.585,0.79
33.86,2002.583,1.01
33.865,2002.582,1.18
33.87,2002.58,1.44
33.875,2002.578,1.56
33.88,2002.576,2
33.885,2002.574,2.23
33.89,2002.572,3.42
33.895,2002.571,5.27
33.9,2002.569,5.26
33.905,2002.567,4.62
33.91,2002.565,4.09
33.915,2002.563,2.69
33.92,2002.562,2.19
33.925,2002.56,2.29
33.93,2002.558,2.63
33.935,2002.556,2.56
33.94,2002.554,2.52
33.945,2002.552,2.53
33.95,2002.551,2.78
33.955,2002.549,3.4
33.96,2002.547,2.75
33.965,2002.545,2.14
33.971,2002.543,1.55
33.976,2002.541,0.93
33.981,2002.539,0.54
33.986,2002.537,0.23
33.991,2002.536,0.32
33.996,2002.534,0.18
34.001,2002.532,0.21
34.006,2002.53,0.36
34.011,2002.528,0.39
34.016,2002.527,0.24
34.022,2002.524,0.42
34.027,2002.523,0.43
34.032,2002.521,0.52
34.037,2002.519,0.79
34.042,2002.517,0.89
34.047,2002.515,0.77
34.052,2002.513,0.74
34.057,2002.512,0.56
34.062,2002.51,0.6
34.068,2002.508,0.41
34.072,2002.506,0.54
34.077,2002.504,0.52
34.082,2002.502,0.53
34.087,2002.501,0.44
34.092,2002.499,0.45
34.097,2002.497,0.64
34.102,2002.495,0.71
34.107,2002.493,0.82
34.111,2002.492,0.92
34.116,2002.49,1.11
34.121,2002.488,1.11
34.126,2002.486,1.34
34.131,2002.485,0.89
34.136,2002.483,0.79
34.141,2002.481,0.84
34.145,2002.479,0.65
34.15,2002.478,0.71
34.155,2002.476,0.65
34.16,2002.474,2.83
34.165,2002.472,5.15
34.17,2002.47,4.86
34.175,2002.469,4.92
34.18,2002.467,3.91
34.185,2002.465,3.42
34.19,2002.463,3.03
34.195,2002.461,3.34
34.2,2002.459,3.08
34.205,2002.458,3.9
34.21,2002.456,4.3
34.215,2002.454,5.29
34.22,2002.452,5.61
34.225,2002.45,5.63
34.23,2002.449,5.46
34.235,2002.447,5.78
34.24,2002.445,5.97
34.245,2002.443,5.12
34.25,2002.441,4.36
34.255,2002.439,5.05
34.26,2002.438,7.69
34.265,2002.436,8.83
34.27,2002.434,9.02
34.275,2002.432,6.18
34.28,2002.43,4.65
34.285,2002.428,3.74
34.29,2002.427,2.78
34.295,2002.425,1.92
34.3,2002.423,1.79
34.305,2002.421,1.47
34.31,2002.419,1.21
34.315,2002.418,1.42
34.32,2002.416,0.88
34.325,2002.414,0.68
34.33,2002.412,0.55
34.335,2002.41,0.39
34.34,2002.408,0.61
34.345,2002.407,0.38
34.35,2002.405,0.51
34.355,2002.403,0.32
34.36,2002.401,1
34.365,2002.399,4.13
34.37,2002.397,9.7
34.375,2002.396,15.02
34.38,2002.394,19.47
34.385,2002.392,15.34
34.39,2002.39,10.64
34.395,2002.388,5.99
34.4,2002.387,4.17
34.404,2002.385,2.89
34.409,2002.383,3.95
34.414,2002.381,4.94
34.419,2002.38,4.95
34.424,2002.378,5.54
34.429,2002.376,5.46
34.434,2002.374,5.95
34.439,2002.372,5.12
34.443,2002.371,4.47
34.448,2002.369,3.46
34.453,2002.367,2.49
34.458,2002.365,1.85
34.463,2002.364,1.36
34.468,2002.362,1.1
34.473,2002.36,0.89
34.478,2002.358,0.71
34.482,2002.357,0.83
34.487,2002.355,1.53
34.491,2002.353,3.34
34.496,2002.351,13.52
34.501,2002.35,50.21
34.505,2002.348,85.37
34.51,2002.346,92.32
34.514,2002.345,73.11
34.519,2002.343,53.02
34.524,2002.341,34.07
34.528,2002.34,21.58
34.533,2002.338,13.75
34.538,2002.336,9.36
34.542,2002.335,7.06
34.547,2002.333,5.31
34.551,2002.331,4.55
34.556,2002.33,4.47
34.561,2002.328,4.29
34.565,2002.326,6.56
34.57,2002.325,8.8
34.574,2002.323,10.42
34.579,2002.321,10.45
34.584,2002.319,8.88
34.588,2002.318,9.47
34.593,2002.316,8.48
34.598,2002.314,6.64
34.602,2002.313,6.92
34.607,2002.311,7.47
34.612,2002.309,7.83
34.616,2002.308,6.34
34.621,2002.306,6.51
34.626,2002.304,5.78
34.631,2002.302,5.19
34.635,2002.301,5.07
34.64,2002.299,5.3
34.645,2002.297,5.39
34.649,2002.296,3.45
34.654,2002.294,2.45
34.659,2002.292,2.37
34.663,2002.291,2.64
34.668,2002.289,2.77
34.673,2002.287,3.24
34.677,2002.285,3.59
34.682,2002.284,3.29
34.687,2002.282,4.22
34.691,2002.28,7.54
34.696,2002.279,9.49
34.7,2002.277,8.81
34.705,2002.275,5.93
34.71,2002.273,4.5
34.714,2002.272,4.02
34.719,2002.27,3.68
34.724,2002.268,3.27
34.728,2002.267,3.19
34.733,2002.265,3.8
34.737,2002.264,4.01
34.742,2002.262,3.97
34.747,2002.26,3.77
34.751,2002.258,3.88
34.756,2002.257,4.05
34.761,2002.255,4.54
34.765,2002.253,4.28
34.77,2002.252,4.81
34.774,2002.25,3.71
34.779,2002.248,3.21
34.783,2002.247,3.12
34.787,2002.245,2.78
34.792,2002.244,1.82
34.796,2002.242,2.95
34.8,2002.241,4.66
34.804,2002.239,10.09
34.809,2002.237,21.71
34.813,2002.236,21.42
34.817,2002.234,16.21
34.822,2002.233,10.8
34.826,2002.231,7.49
34.83,2002.23,7.27
34.835,2002.228,7.03
34.839,2002.226,7.67
34.843,2002.225,7.22
34.848,2002.223,7.16
34.852,2002.222,7.9
34.856,2002.22,8.14
34.861,2002.218,7.21
34.865,2002.217,6.99
34.87,2002.215,7.16
34.874,2002.214,5.91
34.879,2002.212,4.86
34.884,2002.21,4.41
34.888,2002.209,4.78
34.893,2002.207,5.24
34.898,2002.205,5.64
34.902,2002.203,5.9
34.907,2002.202,4.79
34.912,2002.2,3.8
34.916,2002.198,3.25
34.921,2002.196,2.47
34.925,2002.195,2.48
34.93,2002.193,1.57
34.935,2002.191,1.6
34.939,2002.19,1.2
34.944,2002.188,1.66
34.949,2002.186,1.57
34.953,2002.185,1.62
34.958,2002.183,1.64
34.963,2002.181,1.65
34.968,2002.179,1.49
34.973,2002.178,2.26
34.979,2002.175,2.43
34.984,2002.174,2.51
34.989,2002.172,2.65
34.994,2002.17,2.62
34.999,2002.168,2.17
35.005,2002.166,2.74
35.01,2002.164,2.95
35.015,2002.162,2.28
35.02,2002.16,2.58
35.025,2002.159,2.84
35.03,2002.157,3.13
35.036,2002.155,3.77
35.041,2002.153,4.88
35.046,2002.151,5.56
35.051,2002.149,5.36
35.056,2002.147,3.38
35.061,2002.145,2.47
35.067,2002.143,1.81
35.072,2002.141,1.43
35.077,2002.14,1.46
35.082,2002.138,1.12
35.087,2002.136,1.19
35.092,2002.134,0.79
35.097,2002.132,0.55
35.102,2002.13,0.66
35.107,2002.129,0.7
35.112,2002.127,0.66
35.116,2002.125,0.88
35.121,2002.124,2.06
35.126,2002.122,1.1
35.131,2002.12,0.79
35.136,2002.118,0.7
35.141,2002.116,0.45
35.146,2002.114,0.57
35.151,2002.113,0.75
35.156,2002.111,0.47
35.161,2002.109,0.52
35.166,2002.107,0.4
35.171,2002.105,0.38
35.176,2002.103,0.54
35.18,2002.102,0.6
35.185,2002.1,0.56
35.19,2002.098,0.78
35.194,2002.097,0.62
35.199,2002.095,0.46
35.203,2002.094,0.62
35.208,2002.092,0.3
35.212,2002.09,0.22
35.217,2002.089,0.14
35.222,2002.087,0.18
35.226,2002.085,0.24
35.231,2002.083,0.62
35.235,2002.082,0.64
35.24,2002.08,1.03
35.245,2002.078,1.28
35.249,2002.077,1.27
35.254,2002.075,1.15
35.258,2002.074,1.33
35.263,2002.072,1.12
35.267,2002.07,0.88
35.273,2002.068,1.14
35.278,2002.066,0.8
35.284,2002.064,1.08
35.289,2002.062,1.02
35.295,2002.06,1.52
35.3,2002.058,0.92
35.305,2002.056,0.54
35.311,2002.054,0.55
35.316,2002.052,0.64
35.322,2002.05,1.02
35.327,2002.048,0.92
35.333,2002.046,1.43
35.338,2002.044,1.54
35.343,2002.043,0.85
35.349,2002.04,1.23
35.354,2002.039,0.99
35.36,2002.036,1.13
35.365,2002.035,0.96
35.371,2002.032,0.84
35.376,2002.031,0.62
35.381,2002.029,0.77
35.387,2002.027,1.63
35.392,2002.025,1.88
35.397,2002.023,2.14
35.403,2002.021,2.06
35.408,2002.019,2.02
35.414,2002.017,1.49
35.419,2002.015,1.73
35.424,2002.013,1.07
35.43,2002.011,0.94
35.435,2002.009,0.74
35.44,2002.007,0.89
35.446,2002.005,0.65
35.451,2002.003,0.76
35.456,2002.001,0.35
35.462,2001.999,0.42
35.467,2001.997,0.69
35.472,2001.994,0.57
35.478,2001.992,0.86
35.483,2001.989,0.69
35.488,2001.987,0.46
35.494,2001.984,0.75
35.499,2001.982,0.5
35.504,2001.98,0.51
35.51,2001.977,0.62
35.515,2001.975,0.79
35.52,2001.972,0.84
35.526,2001.97,1.03
35.531,2001.967,0.65
35.536,2001.965,0.77
35.541,2001.963,0.73
35.547,2001.96,1.44
35.552,2001.958,1.7
35.557,2001.955,1.7
35.563,2001.953,1.59
35.568,2001.95,1.81
35.573,2001.948,2.07
35.578,2001.946,2.16
35.584,2001.943,1.71
35.589,2001.941,1.84
35.594,2001.938,2.05
35.6,2001.936,1.89
35.605,2001.933,1.65
35.61,2001.931,1.28
35.615,2001.929,1.22
35.621,2001.926,0.69
35.626,2001.924,0.64
35.631,2001.921,0.8
35.637,2001.919,0.47
35.642,2001.916,0.64
35.647,2001.914,1.14
35.652,2001.912,1.58
35.658,2001.909,2.18
35.663,2001.907,2.54
35.668,2001.904,2.43
35.674,2001.902,2.56
35.679,2001.899,2
35.684,2001.897,2.21
35.689,2001.895,2.34
35.695,2001.892,2.12
35.7,2001.89,1.7
35.705,2001.887,1.5
35.711,2001.885,1.18
35.716,2001.882,1.83
35.721,2001.88,1.52
35.726,2001.878,1.57
35.73,2001.876,0.97
35.735,2001.874,1.09
35.74,2001.871,1.32
35.745,2001.869,2.72
35.749,2001.867,3.98
35.754,2001.865,4.67
35.759,2001.863,4.01
35.764,2001.86,3.05
35.768,2001.858,2.3
35.773,2001.856,1.56
35.778,2001.854,1.15
35.783,2001.852,1.08
35.787,2001.85,1.29
35.792,2001.847,0.77
35.797,2001.845,0.96
35.802,2001.843,0.73
35.806,2001.841,0.56
35.811,2001.839,0.59
35.816,2001.836,0.58
35.82,2001.835,0.67
35.825,2001.832,0.87
35.83,2001.83,1.03
35.834,2001.828,0.97
35.839,2001.826,0.8
35.843,2001.824,0.92
35.848,2001.822,0.95
35.852,2001.82,0.9
35.857,2001.818,1.2
35.862,2001.815,1.03
35.866,2001.813,0.83
35.871,2001.811,0.93
35.875,2001.809,1.11
35.88,2001.807,0.57
35.884,2001.805,0.55
35.889,2001.803,0.7
35.893,2001.801,0.98
35.898,2001.799,1.35
35.903,2001.796,2.16
35.907,2001.795,1.88
35.912,2001.792,1.97
35.917,2001.79,2.21
35.921,2001.788,2.03
35.926,2001.786,2.44
35.931,2001.784,1.82
35.936,2001.781,1.65
35.941,2001.779,1.66
35.945,2001.777,1.86
35.95,2001.775,1.92
35.955,2001.772,1.73
35.96,2001.77,1.36
35.965,2001.768,1.16
35.969,2001.766,0.95
35.974,2001.764,1.26
35.979,2001.761,1.28
35.984,2001.759,1.08
35.989,2001.757,0.95
35.993,2001.755,0.82
35.998,2001.753,0.57
36.003,2001.75,0.38
36.008,2001.748,0.44
36.013,2001.746,0.56
36.018,2001.744,0.66
36.023,2001.741,0.8
36.028,2001.739,0.46
36.033,2001.737,0.36
36.038,2001.734,0.39
36.043,2001.732,0.45
36.048,2001.73,0.35
36.053,2001.727,0.15
36.059,2001.725,0.17
36.064,2001.722,0.26
36.069,2001.72,0.17
36.074,2001.718,0.33
36.079,2001.716,0.51
36.084,2001.713,0.38
36.089,2001.711,0.3
36.094,2001.709,0.42
36.1,2001.706,0.35
36.105,2001.704,0.37
36.11,2001.701,0.34
36.115,2001.699,0.4
36.12,2001.697,0.91
36.125,2001.694,1.47
36.13,2001.692,1.92
36.135,2001.69,1.29
36.14,2001.687,1.14
36.145,2001.685,0.66
36.149,2001.683,0.6
36.154,2001.681,0.52
36.159,2001.679,0.43
36.164,2001.676,0.31
36.169,2001.674,0.15
36.174,2001.672,0.3
36.179,2001.67,0.09
36.184,2001.667,0.04
36.189,2001.665,0.08
36.193,2001.663,0.03
36.198,2001.661,0.05
36.203,2001.659,0.04
36.208,2001.656,0
36.213,2001.654,-0.01
36.218,2001.652,-0.01
36.223,2001.649,0.01
36.227,2001.648,0.03
36.232,2001.645,0.05
36.237,2001.643,0.05
36.241,2001.641,0.03
36.246,2001.639,0.02
36.251,2001.637,0.16
36.255,2001.635,0.14
36.26,2001.632,0.31
36.264,2001.631,0.13
36.269,2001.628,0.59
36.274,2001.626,0.63
36.278,2001.624,0.49
36.283,2001.622,0.64
36.288,2001.62,0.62
36.292,2001.618,0.58
36.297,2001.615,0.77
36.301,2001.614,1.12
36.306,2001.611,1.47
36.311,2001.609,1.73
36.315,2001.607,1.67
36.32,2001.605,1.5
36.324,2001.603,1.37
36.329,2001.601,1.29
36.333,2001.599,1.18
36.338,2001.597,1.08
36.342,2001.595,0.88
36.347,2001.592,0.43
36.351,2001.591,0.73
36.356,2001.588,0.64
36.361,2001.586,0.83
36.365,2001.584,0.84
36.37,2001.582,0.87
36.374,2001.58,0.88
36.379,2001.578,0.69
36.383,2001.576,0.72
36.388,2001.574,0.59
36.392,2001.572,0.58
36.397,2001.569,0.55
36.401,2001.568,0.32
36.406,2001.565,0.46
36.41,2001.563,0.42
36.415,2001.561,0.64
36.419,2001.559,0.9
36.424,2001.557,1.23
36.429,2001.555,1.98
36.434,2001.552,1.84
36.439,2001.55,1.45
36.444,2001.548,1.19
36.449,2001.546,0.84
36.453,2001.544,0.76
36.458,2001.541,0.52
36.463,2001.539,1.12
36.468,2001.537,1.13
36.473,2001.535,1.77
36.478,2001.532,2.17
36.483,2001.53,2.42
36.488,2001.528,2.48
36.492,2001.526,2.66
36.497,2001.523,2.72
36.502,2001.521,3.12
36.507,2001.519,4.42
36.512,2001.517,4.17
36.517,2001.514,3.52
36.522,2001.512,3.94
36.527,2001.51,4.37
36.532,2001.507,9.24
36.538,2001.505,11.67
36.543,2001.502,9.94
36.548,2001.5,6.79
36.553,2001.498,4.44
36.559,2001.495,3.17
36.564,2001.493,2.27
36.569,2001.49,1.77
36.574,2001.488,1.17
36.58,2001.485,0.81
36.585,2001.483,0.59
36.59,2001.481,0.5
36.595,2001.478,0.45
36.601,2001.476,0.31
36.606,2001.473,0.22
36.611,2001.471,0.31
36.616,2001.469,0.42
36.621,2001.467,0.22
36.627,2001.464,0.47
36.632,2001.461,0.75
36.637,2001.459,0.72
36.643,2001.456,0.57
36.649,2001.454,0.49
36.654,2001.451,0.58
36.66,2001.449,0.6
36.665,2001.446,0.5
36.671,2001.444,0.49
36.676,2001.441,0.46
36.682,2001.438,0.54
36.688,2001.436,0.72
36.693,2001.433,0.64
36.699,2001.431,0.49
36.704,2001.428,0.23
36.71,2001.426,0.57
36.715,2001.423,2.26
36.721,2001.421,6.94
36.726,2001.418,9.98
36.732,2001.416,10.36
36.738,2001.413,7.8
36.743,2001.41,4.56
36.749,2001.408,2.93
36.754,2001.405,2.45
36.76,2001.403,2.15
36.765,2001.4,2.48
36.77,2001.398,2.1
36.776,2001.395,1.75
36.781,2001.393,1.89
36.787,2001.39,2.05
36.792,2001.388,1.92
36.798,2001.385,2.05
36.803,2001.383,1.99
36.808,2001.381,2.17
36.814,2001.378,2.92
36.819,2001.376,3.72
36.825,2001.373,4.07
36.83,2001.37,4.77
36.835,2001.368,5.66
36.841,2001.365,6.38
36.846,2001.363,7
36.852,2001.36,7.98
36.857,2001.358,8.27
36.863,2001.355,6.94
36.867,2001.353,6.32
36.872,2001.351,6.82
36.877,2001.349,7.19
36.882,2001.347,5.82
36.886,2001.345,6.08
36.891,2001.342,5
36.896,2001.34,3.46
36.901,2001.338,4.25
36.905,2001.336,5.12
36.91,2001.334,5.48
36.915,2001.331,4.79
36.92,2001.329,5.23
36.924,2001.327,4.91
36.929,2001.325,4.7
36.934,2001.323,1.55
36.939,2001.32,3.82
36.943,2001.319,4.1
36.948,2001.316,3.78
36.953,2001.314,4.71
36.958,2001.312,4.16
36.962,2001.31,3.5
36.968,2001.307,2.9
36.973,2001.305,2.7
36.979,2001.302,3.21
36.985,2001.299,3.37
36.991,2001.297,4.46
36.996,2001.294,4.34
37.002,2001.291,5.41
37.008,2001.289,4.58
37.014,2001.286,4.99
37.019,2001.284,5.48
37.025,2001.281,5.44
37.031,2001.278,5.24
37.037,2001.275,5.45
37.042,2001.273,5.11
37.048,2001.27,4.62
37.054,2001.268,3.97
37.06,2001.265,4.15
37.065,2001.263,3.48
37.071,2001.26,3.03
37.077,2001.257,2.32
37.083,2001.254,2.17
